S.No.,Discom,Zone,Circle,Division,33KV-AboveConsumerFeeder,FeederCode,Category,SupplyArea,ProjectArea,FeederVoltage,Meter-MakeType,Meter-SlNo,OverallMF,Status
123,PASCHIMANCHAL,NOIDA,EUDC II NOIDA,EUDD III NOIDA,33 KV FDR 4 DLF_10307DLF,10307DLF,INDEPENDENT,DISTRICT HQ,URBAN,33,LNT,9577205,120,Active
124,PASCHIMANCHAL,NOIDA,EUDC II NOIDA,EUDD III NOIDA,33 KV FEEDER NO-3_10307FD3,10307FD3,INDEPENDENT,DISTRICT HQ,URBAN,33,SECURE,UPP40682,2,Active
125,PASCHIMANCHAL,NOIDA,EUDC II NOIDA,EDD IV NOIDA,33 KV APPOLO PIPE_10514APL,10514APL,INDEPENDENT,DISTRICT HQ,URBAN,33,SECURE,UPP68873,60,Active
126,PASCHIMANCHAL,NOIDA,EUDC II NOIDA,EUDD II NOIDA,33 KV FDR-5 MOTHERSON_10512MTR,10512MTR,INDEPENDENT,DISTRICT HQ,URBAN,33,SECURE,KA909067,2,Active
127,PASCHIMANCHAL,NOIDA,EUDC II NOIDA,EUDD II NOIDA,33 KV FDR-4 ICPO_10512ICP,10512ICP,INDEPENDENT,DISTRICT HQ,URBAN,33,SECURE,KA909072,2,Active
128,PASCHIMANCHAL,NOIDA,EUDC II NOIDA,EUDD II NOIDA,132 KV DMRC_10302DMC,10302DMC,INDEPENDENT,DISTRICT HQ,URBAN,132,EDMI,UP0308E,120,Active
129,PASCHIMANCHAL,NOIDA,EUDC II NOIDA,EUDD II NOIDA,33 KV FDR-9 AWHO_10302FD9,10302FD9,INDEPENDENT,DISTRICT HQ,URBAN,33,SECURE,UPP36810,0.25,Active
130,PASCHIMANCHAL,NOIDA,EUDC II NOIDA,EUDD II NOIDA,33 KV FEEDER NO-6_10302FD6,10302FD6,INDEPENDENT,DISTRICT HQ,URBAN,33,LNT,141928,1,Active
131,PASCHIMANCHAL,NOIDA,EUDC II NOIDA,EUDD II NOIDA,33 KV FDR-2 NOVAL MOULDS_10302FD2,10302FD2,INDEPENDENT,DISTRICT HQ,URBAN,33,ELSTER,5249743,2,Active
132,PASCHIMANCHAL,GHAZIABAD-II,EDC LONI,EDD I LONI,33 KV SOURCE WELL_10237SWL,10237SWL,INDEPENDENT,DISTRICT HQ,DISTRICT HQ,33,LNT,7253126,60,Active
133,PASCHIMANCHAL,GHAZIABAD-II,EDC LONI,EDD III LONI,33 KV OXYHOME + DELHI-99_10511OXD,10511OXD,INDEPENDENT,DISTRICT HQ,URBAN,33,SECURE,UP5234A,120,Active
134,PASCHIMANCHAL,GHAZIABAD-II,EDC LONI,EDD III LONI,33 KV BHARAT CITY_10511BCT,10511BCT,INDEPENDENT,DISTRICT HQ,URBAN,33,SECURE,UP- 5229A,120,Active
135,PASCHIMANCHAL,NOIDA,EUDC I NOIDA,EUDD VII NOIDA,33 KV FDR-14 LOGIX_10309F14,10309F14,INDEPENDENT,DISTRICT HQ,URBAN,33,LNT,13286760,0.1,Active
136,PASCHIMANCHAL,NOIDA,EUDC I NOIDA,EUDD I NOIDA,33 KV FDR-10 AMRPALI_10512FDA,10512FDA,INDEPENDENT,DISTRICT HQ,URBAN,33,LNT,13286107,60,Active
137,PASCHIMANCHAL,NOIDA,EUDC I NOIDA,EUDD I NOIDA,132 KV UFLEX_10304UFL,10304UFL,INDEPENDENT,DISTRICT HQ,URBAN,132,SECURE,UP3294A,120,Active
138,PASCHIMANCHAL,NOIDA,EUDC I NOIDA,EUDD I NOIDA,33 KV FDR-2 NET MAGIC SOLUTION_10304FD2,10304FD2,INDEPENDENT,DISTRICT HQ,URBAN,33,SECURE,X1332515,0.04,Active
139,PASCHIMANCHAL,NOIDA,EUDC I NOIDA,EUDD VII NOIDA,33 KV FDR-4 PIONEER_10305FD4,10305FD4,INDEPENDENT,DISTRICT HQ,URBAN,33,LNT,13286401,0.06,Active
140,PASCHIMANCHAL,NOIDA,EUDC I NOIDA,EUDD VII NOIDA,132 KV DMRC-II_10305DR2,10305DR2,INDEPENDENT,DISTRICT HQ,URBAN,132,SECURE,UP0110A,0.24,Active
141,PASCHIMANCHAL,NOIDA,EUDC I NOIDA,EUDD VII NOIDA,132 KV DMRC-I_10305DRI,10305DRI,INDEPENDENT,DISTRICT HQ,URBAN,132,SECURE,Q0263366,120,Active
142,MADHYANCHAL,SITAPUR,EDC SITAPUR,EDD II SITAPUR,33 KV AMP SOLAR II KHAJADABER_36256ASK,36256ASK,INDEPENDENT,OTHERS,RURAL,33,SECURE,UPP69505,60,Active
143,MADHYANCHAL,SITAPUR,EDC SITAPUR,EDD II SITAPUR,33 KV AMP SOLAR I TELIYANI_36256AST,36256AST,INDEPENDENT,DISTRICT HQ,RURAL,33,SECURE,UPP69503,60,Active
144,MADHYANCHAL,SITAPUR,EDC SITAPUR,EDD BISWAN,ITC SOLAR PLANT_35016ITC,35016ITC,INDEPENDENT,DISTRICT HQ,RURAL,33,SECURE,UPP69943,75,Active
145,MADHYANCHAL,SITAPUR,EDC HARDOI,EDD SHAHABAD,33 KV SUGAR RUPAPUR_36236DSR,36236DSR,INDEPENDENT,DISTRICT HQ,RURAL,33,SECURE,XB560165,2,Active
146,DAKSHINANCHAL,FIROZABAD,EUDC FIROZABAD,EUDD I FIROZABAD,33 KV MEERA GLASS_26423MRG,26423MRG,INDEPENDENT,DISTRICT HQ,URBAN,33,SECURE,UP-UP4549A,60,Active
147,DAKSHINANCHAL,BANDA,EDC BANDA,EDD BANDA,33 KV AMLIKOUR_26404AKR,26404AKR,INDEPENDENT,DISTRICT HQ,RURAL,33,SECURE,Q0506113,20,Active
148,DAKSHINANCHAL,BANDA,EDC BANDA,EDD BANDA,33 KV KHATAAN_26404KTN,26404KTN,INDEPENDENT,DISTRICT HQ,RURAL,33,SECURE,22004048,1.5,Active
149,DAKSHINANCHAL,BANDA,EDC BANDA,EDD BANDA,33 KV KITHAI_26404KTH,26404KTH,INDEPENDENT,DISTRICT HQ,RURAL,33,SECURE,22003801,1.5,Active
150,PASCHIMANCHAL,GHAZIABAD-I,EUDC I GHAZIABAD,EUDD IX GHAZIABAD,33 KV SARE SAMAG_10324SSG,10324SSG,INDEPENDENT,DISTRICT HQ,URBAN,33,SECURE,UP5297A,60,Active
151,PASCHIMANCHAL,GHAZIABAD-I,EUDC I GHAZIABAD,EUDD I GHAZIABAD,33 KV ELIN_10364ELN,10364ELN,INDEPENDENT,DISTRICT HQ,URBAN,33,SECURE,X1614870,0.25,Active
152,PASCHIMANCHAL,GHAZIABAD-I,EUDC I GHAZIABAD,EUDD V GHAZIABAD,132 KV RATHI SUPER STEEL_10327RST,10327RST,INDEPENDENT,DISTRICT HQ,URBAN,132,SECURE,UPP69408,120,Active
153,PASCHIMANCHAL,GHAZIABAD-I,EUDC I GHAZIABAD,EUDD V GHAZIABAD,33 KV PRATEEK GRAND CITY_19508PGC,19508PGC,INDEPENDENT,DISTRICT HQ,URBAN,33,SECURE,UP5354A,120,Active
154,PASCHIMANCHAL,GHAZIABAD-III,EUDC III GHAZIABAD,EUDD IV GHAZIABAD,33 KV NCRTC_19509NTC,19509NTC,INDEPENDENT,DISTRICT HQ,URBAN,33,SECURE,Q0479734,100,Active
155,MADHYANCHAL,DEVI PATAN,EDC BAHRAICH,EDD NANPARA,33 KV NEPAL_36121NPL,36121NPL,INDEPENDENT,DISTRICT HQ,RURAL,33,SHRE STAR,2.02E+11,120,Active
156,PASCHIMANCHAL,BULANDSHAHAR,EDC I BULANDSHAHAR,EUDD BULANDSHAHAR,33 KV DISTRICT COURT_10497CRT,10497CRT,INDEPENDENT,DISTRICT HQ,URBAN,33,L&T,15540558,1,Active
157,PASCHIMANCHAL,BULANDSHAHAR,EDC I BULANDSHAHAR,EUDD BULANDSHAHAR,33 KV HOSPITAL_10497HOS,10497HOS,INDEPENDENT,DISTRICT HQ,URBAN,33,L&T,9577665,7.5,Active
158,MADHYANCHAL,RAEBARELI,EDC II RAEBARELI,EDD LALGANJ RAIBAREILI,132 KV RINL_36215RIN,36215RIN,INDEPENDENT,DISTRICT HQ,URBAN,132,SECURE,UP3370A,0.24,Active
159,POORVANCHAL,VARANASI-I,EUDC I VARANASI,EUDD I BHELUPUR,33 KV BHADAINI WATER WORKS_41076BHA,41076BHA,TAPPED(WITH DISTRIBUTION SUBSTATION FEEDER),OTHERS,URBAN,33,NA,125071,0.2,Active
160,POORVANCHAL,VARANASI-II,EDC CHANDAULI,EDD MUGHAL SARAI,33 KV SAHU CHEMICAL_41055SHC,41055SHC,TAPPED(WITH OTHER CONSUMER FEEDER),DISTRICT HQ,URBAN,33,NA,NA,0.06,Active
161,POORVANCHAL,VARANASI-II,EDC CHANDAULI,EDD MUGHAL SARAI,33 KV MUGHALSARAI RLY_41055MRL,41055MRL,TAPPED(WITH OTHER CONSUMER FEEDER),DISTRICT HQ,URBAN,33,NA,NA,2,Active
162,POORVANCHAL,VARANASI-II,EDC CHANDAULI,EDD MUGHAL SARAI,33 KV MEENAR_41055MNR,41055MNR,INDEPENDENT,OTHERS,URBAN,33,NA,NA,1,Active
163,POORVANCHAL,VARANASI-II,EDC CHANDAULI,EDD III SAKALDIHA,33 KV NAGAWA PUMP CANAL_41013NPC,41013NPC,INDEPENDENT,OTHERS,RURAL,33,NA,NA,2,Active
164,POORVANCHAL,VARANASI-II,EDC CHANDAULI,EDD III SAKALDIHA,33 KV BEERA SARAI PUMP CANAL_41071BSP,41071BSP,INDEPENDENT,OTHERS,RURAL,33,NA,NA,1,Active
165,POORVANCHAL,VARANASI-II,EDC CHANDAULI,EDD III SAKALDIHA,33 KV KUNDA KALA PUMP CANAL_41055KPC,41055KPC,INDEPENDENT,OTHERS,RURAL,33,NA,NA,0.5,Active
166,MADHYANCHAL,L.E.S.A. TG-II,EUDC IX LESA,MUNSHI PULIA,220KV LMRC II_36092LII,36092LII,INDEPENDENT,DISTRICT HQ,URBAN,220,SECURE,UPP65299,600,Active
167,MADHYANCHAL,L.E.S.A. TG-II,EUDC IX LESA,MUNSHI PULIA,220KV LMRC I_36092LMI,36092LMI,INDEPENDENT,DISTRICT HQ,URBAN,220,SECURE,UPP65297,600,Active
168,MADHYANCHAL,RAEBARELI,EDC UNNAO,EDD IV UNNAO BANGARMAU,132 KV GREENYANA ENERGY_,33254220374GRN,INDEPENDENT,OTHERS,RURAL,33,SECURE,UP-4358A,120,Active
169,PASCHIMANCHAL,MUZAFFARNAGAR,EUDC MUZAFFARNAGAR,EUDD I MUZAFFARNAGAR,33 KV DISTRICT COURT_10495CRT,10495CRT,INDEPENDENT,DISTRICT HQ,URBAN,33,SECURE,UP8124A,60,Active
170,POORVANCHAL,GORAKHPUR-I,EDC II GORAKHPUR,EDD SHIKARIGANJ,33 KV IOCL_,_,INDEPENDENT,OTHERS,RURAL,33,SECURE,UPU24645,60,Active
171,MADHYANCHAL,RAEBARELI,EDC I RAEBARELI,EDD I RAIBAREILI,33KV DIST. HOSPITAL_30040DHO,30040DHO,INDEPENDENT,DISTRICT HQ,URBAN,33,SECURE,Q0434856,0.025,Active
172,MADHYANCHAL,AYODHYA,EDC BARABANKI,EDD BARABANKI,33 KV BRITANNIA_36228BRI,36228BRI,INDEPENDENT,DISTRICT HQ,URBAN,33,SECURE,UP5131A,0.015,Active
173,MADHYANCHAL,BAREILLY-II,EDC SHAHJAHANPUR,EDD POWAYAN,33 KV UPENDRA SOLAR _36204UPS,36204UPS,INDEPENDENT,OTHERS,RURAL,33,NA,NA,0.06,Active
174,DAKSHINANCHAL,BANDA,EDC BANDA,EDD BANDA,33 KV ALONA PUMP CANAL_26405ALP,26405ALP,INDEPENDENT,OTHERS,RURAL,33,SECURE,Q0506088,1,Active
175,DAKSHINANCHAL,BANDA,EDC BANDA,EDD BANDA,33 KV AUGASI PUMP CANAL_26404APC,26404APC,INDEPENDENT,OTHERS,RURAL,33,SECURE,X0241701,1,Active
176,KESCO,KESCO,CIRCLE I,NAWABGANJ,33 KV CARDIOLOGY,NA,INDEPENDENT,DISTRICT HQ,URBAN,33,SECURE,X0056298,0.02,Active
177,KESCO,KESCO,CIRCLE I,NAWABGANJ,33 KV RAVE REAL ESTATE,51331310022L28,INDEPENDENT,OTHERS,URBAN,33,SECURE,50009131,0.05,Active
178,KESCO,KESCO,CIRCLE II,DADA NAGAR,132 KV KFCL-II,51332120039B57,INDEPENDENT,DISTRICT HQ,IPDS,132,SECURE,KES38728,0.24,Active
179,MADHYANCHAL,BAREILLY-I,EDC BAREILLY,EDD I BAREILLY,132 KV J K SUGER_35590JKS,35590JKS,INDEPENDENT,DISTRICT HQ,URBAN,132,SECURE,ASP00849,0.12,Active
180,POORVANCHAL,VARANASI-I,EUDC II VARANASI,EUDD VI SARNATH,33 KV LEDUPUR_41058LDP,41058LDP,INDEPENDENT,OTHERS,URBAN,33,NA,NA,0.075,Active
181,POORVANCHAL,VARANASI-I,EUDC II VARANASI,EUDD VI SARNATH,33 KV GOITHAHA_41028GOI,41028GOI,INDEPENDENT,OTHERS,URBAN,33,NA,NA,0.1,Active
182,MADHYANCHAL,L.E.S.A. CG-II,EUDC I LESA,RAJ BHAWAN,33 KV LULU SHOPPING MALL_36127LUM,36127LUM,INDEPENDENT,DISTRICT HQ,URBAN,33,SECURE,Q0434891,0.2,Active
183,DAKSHINANCHAL,BANDA,EDC HAMIRPUR,EDD HAMIRPUR,33 KV DISTRICT HOSPITAL_26265DHS,26265DHS,INDEPENDENT,OTHERS,URBAN,33,SECURE,UPP59182,1,Active
184,DAKSHINANCHAL,BANDA,EDC HAMIRPUR,EDD HAMIRPUR,132 KV J K CEMENT_26264JKC,26264JKC,INDEPENDENT,OTHERS,RURAL,132,LNT,SE0035A,240,Active
185,DAKSHINANCHAL,BANDA,EDC HAMIRPUR,EDD HAMIRPUR,33 KV HUL_26264HUL,26264HUL,INDEPENDENT,OTHERS,RURAL,33,SECURE,UPP70729,15,Active
186,DAKSHINANCHAL,BANDA,EDC HAMIRPUR,EDD HAMIRPUR,33 KV IND-2_26264IN2,26264IN2,INDEPENDENT,OTHERS,RURAL,33,GENUS,8060341,0.5,Active
187,PASCHIMANCHAL,MORADABAD,EDC MORADABAD,EDD I MORADABAD,132 KV RANA POWER LTD_18551RPL,18551RPL,INDEPENDENT,OTHERS,RURAL,132,NA,NA,240,Active
188,PASCHIMANCHAL,MORADABAD,EDC MORADABAD,EDD I MORADABAD,33 KV TEEVRA KUMAR GUPTA_18556TKG,18556TKG,INDEPENDENT,OTHERS,RURAL,33,NA,NA,60,Active
189,POORVANCHAL,VARANASI-II,EDC II JAUNPUR,EDD MACHHLISHAHAR,SATHARIYA-II,45284FD2,INDEPENDENT,OTHERS,RURAL,33,NA,NA,1,Active
190,PASCHIMANCHAL,SAHARANPUR,EDC II SAHARANPUR,EDD RAMPUR MANIHARAN,33 KV SMC FOOD_19505SMC,19505SMC,INDEPENDENT,OTHERS,RURAL,33,L&T,9577000,60,Active
191,PASCHIMANCHAL,SAHARANPUR,EUDC SAHARANPUR,EUDD I SAHARANPUR,33 KV DISTRICT HOSPITAL_10150HOS,10150HOS,INDEPENDENT,DISTRICT HQ,URBAN,33,SECURE,123456,0.06,Active
192,MADHYANCHAL,BAREILLY-II,EDC SHAHJAHANPUR,EDD POWAYAN,132 KV BHL_36231BHL,36231BHL,INDEPENDENT,OTHERS,RURAL,132,SECURE,123456,0.48,Active
193,PASCHIMANCHAL,SAHARANPUR,EDC I SAHARANPUR,EDD I SAHARANPUR,132 KV DSML_36204DSM,36204DSM,INDEPENDENT,OTHERS,RURAL,132,SECURE,123456,1,InActive
194,PASCHIMANCHAL,MUZAFFARNAGAR,EUDC MUZAFFARNAGAR,EUDD III MUZAFFARNAGAR,33 KV AMAN ROLLING_10494AMN,10494AMN,INDEPENDENT,DISTRICT HQ,URBAN,33,SECURE,UPP70039,120,Active
195,POORVANCHAL,VARANASI-II,EDC I JAUNPUR,EDD I JAUNPUR,33 KV BHAISA P/CANAL_41033BHP,41033BHP,INDEPENDENT,OTHERS,RURAL,33,SECURE,123456,1,Active
196,PASCHIMANCHAL,NOIDA,EUDC II NOIDA,EDD IV NOIDA,33 KV UP ASBESTOS_10514UPA,10514UPA,INDEPENDENT,DISTRICT HQ,URBAN,33,LNT,3194337,1,Active
197,PASCHIMANCHAL,NOIDA,EUDC II NOIDA,EDD IV NOIDA,33 KV GOOD LUCK_10514GUD,10514GUD,INDEPENDENT,DISTRICT HQ,URBAN,33,SECURE,UPP68665,1,Active
198,PASCHIMANCHAL,NOIDA,EUDC II NOIDA,EDD IV NOIDA,33 KV CHW_10514CHW,10514CHW,INDEPENDENT,DISTRICT HQ,URBAN,33,SECURE,UP5615A,60,Active
199,PASCHIMANCHAL,NOIDA,EUDC II NOIDA,EDD IV NOIDA,33 KV KAWATRA PAPER_10514KAV,10514KAV,INDEPENDENT,DISTRICT HQ,URBAN,33,GENUS,AAA9022A,0.06,Active
200,PASCHIMANCHAL,NOIDA,EUDC II NOIDA,EDD IV NOIDA,33 KV AMRITVARSHA_10514AMV,10514AMV,INDEPENDENT,DISTRICT HQ,URBAN,33,SECURE,UPP68566,60,Active
201,PASCHIMANCHAL,NOIDA,EUDC II NOIDA,EDD IV NOIDA,33 KV SHIV NADAR_10514SVN,10514SVN,INDEPENDENT,DISTRICT HQ,URBAN,33,SECURE,UP5616A,60,Active
202,PASCHIMANCHAL,NOIDA,EUDC II NOIDA,EDD IV NOIDA,33 KV HERO MOTOR_10514HRM,10514HRM,INDEPENDENT,DISTRICT HQ,URBAN,33,SECURE,123456,0.075,Active
203,PASCHIMANCHAL,NOIDA,EUDC II NOIDA,EDD IV NOIDA,132 KV ULTRATECH CEMENT_10514ULT,10514ULT,INDEPENDENT,DISTRICT HQ,URBAN,132,SECURE,UP1632A,0.24,Active
204,PASCHIMANCHAL,NOIDA,EUDC II NOIDA,EDD IV NOIDA,132 KV AMBUJA CEMENT_10514AMC,10514AMC,INDEPENDENT,DISTRICT HQ,URBAN,132,SECURE,UP1631A,0.24,Active
205,MADHYANCHAL,BAREILLY-I,EDC BAREILLY,EDD AONLA,132 KV IFFCO_35586IFC,35586IFC,INDEPENDENT,OTHERS,RURAL,132,SECURE,UPE80094,0.12,Active
206,MADHYANCHAL,BAREILLY-I,EDC BAREILLY,EDD II BAREILLY,132 KV DWARIKESH SUGER MILL_36206DSM,36206DSM,INDEPENDENT,OTHERS,RURAL,132,SECURE,UPP69372,0.24,Active
207,MADHYANCHAL,BAREILLY-I,EDC BAREILLY,EDD BAHERI,132 KV KESAR ENTERPRISES_35557KSE,35557KSE,INDEPENDENT,OTHERS,RURAL,132,SECURE,3071A,0.24,Active
208,KESCO,KESCO,CIRCLE IV,VIKAS NAGAR,KANPUR METRO CIRCUIT II,51334210106P64,INDEPENDENT,DISTRICT HQ,IPDS,220,GENUS,UP-5077-A,0.6,Active
209,DAKSHINANCHAL,ALIGARH,EDC I ALIGARH,EDD I ALIGARH,132 KV WONDER CEMENT_26409WCM,26409WCM,INDEPENDENT,DISTRICT HQ,RURAL,132,SECURE,UP4472A,120,Active
210,KESCO,KESCO,CIRCLE I,ZAREEB CHOUKI,33 KV GARUN BUILDERS,51331520029R30,TAPPED(WITH OTHER CONSUMER FEEDER),OTHERS,URBAN,33,SECURE,X0056286,0.025,Active
211,KESCO,KESCO,CIRCLE IV,VIKAS NAGAR,KANPUR METRO CIRCUIT 1,51334210106P63,INDEPENDENT,DISTRICT HQ,IPDS,220,GENUS,UP-5078-A,0.6,Active
212,KESCO,KESCO,CIRCLE IV,VIKAS NAGAR,132 KV UPSIDC AZAD NAGAR,51334220086P48,INDEPENDENT,DISTRICT HQ,IPDS,33,SECURE,X0056292,0.025,Active
213,KESCO,KESCO,CIRCLE IV,VIKAS NAGAR,33 KV RATAN ORBIT,51334210086P47,INDEPENDENT,DISTRICT HQ,IPDS,33,SECURE,X0362285,0.075,Active
214,KESCO,KESCO,CIRCLE IV,VIKAS NAGAR,33 KV RATAN PLANET (TAPPING),51334210088P52,TAPPED(WITH OTHER CONSUMER FEEDER),DISTRICT HQ,IPDS,33,SECURE,50009154,0.04,Active
215,KESCO,KESCO,CIRCLE IV,VIKAS NAGAR,33 KV ARUN AGARWAL (TAPPING),51334210088P51,TAPPED(WITH OTHER CONSUMER FEEDER),DISTRICT HQ,IPDS,33,SECURE,50009127,0.04,Active
216,KESCO,KESCO,CIRCLE IV,VIKAS NAGAR,33 KV SIGNATURE GREEN CITY,51334220099P65,TAPPED(WITH OTHER CONSUMER FEEDER),DISTRICT HQ,IPDS,33,SECURE,X0362302,0.1,Active
217,KESCO,KESCO,CIRCLE IV,VIKAS NAGAR,33 KV NRI CITY,51334220099P62,INDEPENDENT,DISTRICT HQ,IPDS,33,SECURE,X0362320,0.04,Active
218,KESCO,KESCO,CIRCLE IV,VIKAS NAGAR,33 KV KANPUR UNIVERSITY,51334220086P49,INDEPENDENT,DISTRICT HQ,IPDS,33,SECURE,X2231309,0.06,Active
219,KESCO,KESCO,CIRCLE IV,SARVODAYA NAGAR,33 KV RAVE MOTI,51334310093O37,INDEPENDENT,DISTRICT HQ,IPDS,33,SECURE,50009125,0.04,Active
220,KESCO,KESCO,CIRCLE IV,RATANPUR,33 KV KDA DREAM,51332420051N35,INDEPENDENT,DISTRICT HQ,IPDS,33,ESTER,F513F161,2,Active
221,KESCO,KESCO,CIRCLE IV,RATANPUR,132 KV ARMAPUR ORDINANCE FACTORY,51332420051N28,INDEPENDENT,DISTRICT HQ,IPDS,132,SECURE,X0362888,0.24,Active
222,KESCO,KESCO,CIRCLE I,PHOOL BAGH,33 KV OEF,51331430012M37,TAPPED(WITH OTHER CONSUMER FEEDER),OTHERS,URBAN,33,SECURE,KES24561,0.1,Active
223,KESCO,KESCO,CIRCLE I,PHOOL BAGH,33 KV MEGA MALL,51331410018M75,INDEPENDENT,OTHERS,URBAN,33,SECURE,X0362322,0.02,Active
224,KESCO,KESCO,CIRCLE I,NAWABGANJ,33 KV JAL NIGAM BENAJHABER,51331310023L18,TAPPED(WITH DISTRIBUTION SUBSTATION FEEDER),OTHERS,URBAN,33,SECURE,50009137,0.1,Active
225,KESCO,KESCO,CIRCLE I,NAWABGANJ,33 KV INFRA MORNING GLORY,51331310023L19,INDEPENDENT,OTHERS,URBAN,33,SECURE,50009156,0.025,Active
226,KESCO,KESCO,CIRCLE I,NAWABGANJ,33 KV JAL SANSTHAN GANGA BARRAGE-II,51331410018L47,TAPPED(WITH OTHER CONSUMER FEEDER),OTHERS,URBAN,33,SECURE,X0362315,0.075,Active
227,KESCO,KESCO,CIRCLE I,NAWABGANJ,33 KV JAL SANSTHAN GANGA BARRAGE-I,51331410018L46,TAPPED(WITH OTHER CONSUMER FEEDER),OTHERS,URBAN,33,SECURE,50009155,0.1,Active
228,KESCO,KESCO,CIRCLE I,NAWABGANJ,33 KV GANGA BAIRAJ-I,51331310019L45,TAPPED(WITH OTHER CONSUMER FEEDER),OTHERS,URBAN,33,SECURE,50009157,0.025,Active
229,KESCO,KESCO,CIRCLE I,NAWABGANJ,33 KV HBTI,51331310023L17,INDEPENDENT,OTHERS,URBAN,33,SECURE,X0362358,0.03,Active
230,KESCO,KESCO,CIRCLE II,KIDWAI NAGAR,33 KV SWP STATION,51333410063J32,INDEPENDENT,DISTRICT HQ,IPDS,33,SECURE,50009118,0.025,Active
231,KESCO,KESCO,CIRCLE IV,KALYANPUR,33 KV GOOVA GARDEN,51334110081I46,INDEPENDENT,DISTRICT HQ,IPDS,33,SECURE,X0362328,0.06,Active
232,KESCO,KESCO,CIRCLE IV,KALYANPUR,33 KV ALIMCO CONSUMER END,51334110081I35,INDEPENDENT,DISTRICT HQ,IPDS,33,SECURE,X0056268,0.075,Active
233,KESCO,KESCO,CIRCLE IV,KALYANPUR,33 KV IIT KANPUR,51334110080I36,INDEPENDENT,DISTRICT HQ,IPDS,33,SECURE,KES27033,0.18,Active
234,KESCO,KESCO,CIRCLE III,JAJMAU,33 KV JAJMAU,51333310061H63,INDEPENDENT,DISTRICT HQ,IPDS,33,SECURE,X0362289,0.1,Active
235,KESCO,KESCO,CIRCLE III,JAJMAU,33 KV GANGA POLLUTION,51333310061H62,INDEPENDENT,DISTRICT HQ,IPDS,33,SECURE,X0362382,0.1,Active
236,KESCO,KESCO,CIRCLE III,HARRIS GANJ,33 KV MES CHANDMAARI,51333220058G45,INDEPENDENT,DISTRICT HQ,IPDS,33,SECURE,X0362309,0.075,Active
237,KESCO,KESCO,CIRCLE III,HARRIS GANJ,33 KV DMSRD,51333220058G44,INDEPENDENT,DISTRICT HQ,IPDS,33,SECURE,X0362360,0.05,Active
238,KESCO,KESCO,CIRCLE III,HARRIS GANJ,33 KV HAL FACTORY,51333220058G43,INDEPENDENT,DISTRICT HQ,IPDS,33,SECURE,XG462430,0.05,Active
239,KESCO,KESCO,CIRCLE III,HARRIS GANJ,33 KV HAL COLONY,51333220058G42,INDEPENDENT,DISTRICT HQ,IPDS,33,SECURE,KES37893,0.02,Active
240,KESCO,KESCO,CIRCLE III,HARRIS GANJ,33 KV MD KCTSL CHAKERI E BUS,51333210057G47,INDEPENDENT,DISTRICT HQ,IPDS,33,SECURE,X0056281,0.15,Active
241,KESCO,KESCO,CIRCLE III,HARRIS GANJ,33 KV PARIYOJNA PRABANDHAK,51333220058G41,INDEPENDENT,DISTRICT HQ,IPDS,33,SECURE,50009120,0.03,Active
242,KESCO,KESCO,CIRCLE III,HARRIS GANJ,33 KV AF COLONY,51333220058G40,INDEPENDENT,DISTRICT HQ,IPDS,33,SECURE,X0362311,0.05,Active
243,KESCO,KESCO,CIRCLE III,HARRIS GANJ,33 KV NEW LOCO,51333210057G46,INDEPENDENT,DISTRICT HQ,IPDS,33,SECURE,XC435871,0.1,Active
244,KESCO,KESCO,CIRCLE III,HANSPURAM,33 KV STP BINGAWA,51333620073S55,INDEPENDENT,DISTRICT HQ,IPDS,33,SECURE,X0056261,0.075,Active
245,KESCO,KESCO,CIRCLE III,DAHELI SUJANPUR,33 KV SWP STATION DEEPPUR SAJARI,51333110076C52,INDEPENDENT,DISTRICT HQ,IPDS,33,SECURE,50009140,0.05,Active
246,KESCO,KESCO,CIRCLE III,DAHELI SUJANPUR,33 KV SWP STATION SANIGWA ROAD,51333110076C51,INDEPENDENT,DISTRICT HQ,IPDS,33,SECURE,50009123,0.04,Active
247,KESCO,KESCO,CIRCLE II,DADA NAGAR,132 KV KFCL-I,51332120039B57,INDEPENDENT,DISTRICT HQ,IPDS,132,SECURE,KES38727,0.24,Active
248,KESCO,KESCO,CIRCLE II,DADA NAGAR,33 KV SAIL,51332120039B48,INDEPENDENT,DISTRICT HQ,IPDS,33,SECURE,50010529,0.02,Active
249,KESCO,KESCO,CIRCLE II,DADA NAGAR,33 KV JOHNSON MAITHI,51332110036B55,INDEPENDENT,DISTRICT HQ,IPDS,33,SECURE,KES38139,0.15,Active
250,KESCO,KESCO,CIRCLE II,DADA NAGAR,33 KV KPP,51332110036B51,INDEPENDENT,DISTRICT HQ,IPDS,33,SECURE,X0362348,0.02,Active
251,KESCO,KESCO,CIRCLE I,ALOO MANDI,33 KV GANGA POLLUTION,51331110034A26,TAPPED(WITH OTHER CONSUMER FEEDER),OTHERS,URBAN,33,SECURE,50009124,0.025,Active
252,MADHYANCHAL,L.E.S.A. CG-I,EUDC VII LESA,VRINDAVAN,132 KV METRO_36147MET,36147MET,INDEPENDENT,DISTRICT HQ,URBAN,132,SECURE,UP5120A,240,Active
253,MADHYANCHAL,L.E.S.A. CG-I,EUDC VII LESA,VRINDAVAN,33 KV SGPGI_36238SGI,36238SGI,INDEPENDENT,DISTRICT HQ,URBAN,33,SECURE,XD449408,2,Active
